"sample"	"depth_[cm]"	"d18O_[permil]"	"d2H_[permil]"	"dxs_[permil]"
"T1-P16-01"	1.5			
"T1-P16-02"	4.5			
"T1-P16-03"	7.5			
"T1-P16-04"	10.5	-38.6	-311.2	-2.5
"T1-P16-05"	13.5	-42.03	-334.7	1.6
"T1-P16-06"	16.5	-44.34	-351.9	2.9
"T1-P16-07"	19.5	-47.15	-372	5.1
"T1-P16-08"	22.5	-47.64	-373.2	7.9
"T1-P16-09"	25.5	-45.12	-353.1	7.8
"T1-P16-10"	28.5	-42.17	-329.4	8
"T1-P16-11"	31.5	-40.91	-326.4	0.9
"T1-P16-12"	34.5	-43.97	-356.2	-4.4
"T1-P16-13"	37.5	-45.7	-365.6	0
"T1-P16-14"	40.5	-46.1	-361.4	7.4
"T1-P16-15"	43.5	-44.64	-346.2	10.9
"T1-P16-16"	46.5	-44.13	-342	11
"T1-P16-17"	49.5	-44.38	-347.1	7.9
"T1-P16-18"	52.5	-42.4	-333.3	5.9
"T1-P16-19"	55.5	-42.26	-334.2	3.9
"T1-P16-20"	58.5	-46.83	-367.3	7.4
"T1-P16-21"	61.5	-48.79	-379.9	10.4
"T1-P16-22"	64.5	-49.01	-381.3	10.8
"T1-P16-23"	67.5	-48.02	-373.9	10.2
"T1-P16-24"	70.5	-44.47	-348.8	6.9
"T1-P16-25"	73.5	-43.61	-343.7	5.2
"T1-P16-26"	76.5	-43.52	-340.4	7.8
"T1-P16-27"	79.5	-42.55	-328.4	12
"T1-P16-28"	82.5	-42.72	-329.3	12.4
"T1-P16-29"	85.5	-43.6	-338.6	10.2
"T1-P16-30"	88.5	-42.93	-333.5	9.9
"T1-P16-31"	91.5	-42.71	-332	9.7
"T1-P16-32"	94.5	-42.64	-333.7	7.4
"T1-P16-33"	97.5	-42.12	-331.7	5.2
"T1-P16-34"	100.5	-43.47	-344.6	3.1
"T1-P16-35"	103.5	-46.19	-365.1	4.4
"T1-P16-36"	106.5	-47.13	-370.9	6.1
"T1-P16-37"	109.5	-47.42	-371.4	7.9
"T1-P16-38"	112.5	-47.65	-372.7	8.5
