"sample"	"depth_[cm]"	"d18O_[permil]"	"d2H_[permil]"	"dxs_[permil]"
"T1-P03-01"	1.5			
"T1-P03-02"	4.5	-46.83	-373.5	1.1
"T1-P03-03"	7.5	-51.07	-397.4	11.2
"T1-P03-04"	10.5	-49.45	-384.8	10.9
"T1-P03-05"	13.5	-49.54	-386.6	9.7
"T1-P03-06"	16.5	-48.89	-383.1	8
"T1-P03-07"	19.5	-46.91	-366.2	9.1
"T1-P03-08"	22.5	-46.21	-359.8	9.8
"T1-P03-09"	25.5	-44.66	-349.4	7.9
"T1-P03-10"	28.5	-40.37	-318.8	4.2
"T1-P03-11"	31.5	-44.31	-353.2	1.3
"T1-P03-12"	34.5			
"T1-P03-13"	37.5	-48.83	-382.7	8
"T1-P03-14"	40.5	-48.93	-384.3	7.1
"T1-P03-15"	43.5	-46.43	-364.3	7.2
"T1-P03-16"	46.5	-43.78	-341.9	8.3
"T1-P03-17"	49.5	-39.14	-308.4	4.8
"T1-P03-18"	52.5	-39.49	-316.4	-0.5
"T1-P03-19"	55.5	-41.43	-329.8	1.6
"T1-P03-20"	58.5	-43.76	-344.6	5.5
"T1-P03-21"	61.5	-45.58	-355.7	9
"T1-P03-22"	64.5	-43.31	-336.6	9.9
"T1-P03-23"	67.5	-42.31	-329.4	9.1
"T1-P03-24"	70.5	-42.68	-332.3	9.1
"T1-P03-25"	73.5	-41.04	-317.5	10.8
"T1-P03-26"	76.5	-40.14	-309.5	11.6
"T1-P03-27"	79.5	-40.26	-309.2	12.8
"T1-P03-28"	82.5	-40.76	-313.7	12.3
"T1-P03-29"	85.5	-40.87	-316.6	10.4
"T1-P03-30"	88.5	-40.67	-314.5	10.9
"T1-P03-31"	91.5	-40.55	-315	9.4
"T1-P03-32"	94.5	-40.87	-320.1	6.9
"T1-P03-33"	97.5	-41.26	-326	4.1
"T1-P03-34"	100.5	-43.76	-348.6	1.5
"T1-P03-35"	103.5	-47.31	-374.4	4.1
"T1-P03-36"	106.5	-49.71	-390.7	6.9
"T1-P03-37"	109.5	-49.17	-386	7.4
"T1-P03-38"	112.5	-46.96	-366.5	9.1
