"sample"	"depth_[cm]"	"d18O_[permil]"	"d2H_[permil]"	"dxs_[permil]"
"T1-P34-01"	1.5	-39.68	-321.8	-4.4
"T1-P34-02"	4.5	-44.27	-351.1	3.1
"T1-P34-03"	7.5	-49.28	-388.5	5.7
"T1-P34-04"	10.5	-50.22	-392.9	8.8
"T1-P34-05"	13.5	-48.05	-379.9	4.5
"T1-P34-06"	16.5	-47.54	-377.3	3
"T1-P34-07"	19.5	-47.14	-371.9	5.2
"T1-P34-08"	22.5	-46.38	-361.3	9.7
"T1-P34-09"	25.5	-45.55	-356.2	8.2
"T1-P34-10"	28.5	-43.86	-340.9	9.9
"T1-P34-11"	31.5	-40.77	-315	11.1
"T1-P34-12"	34.5	-44.64	-353.7	3.4
"T1-P34-13"	37.5	-47.33	-370.4	8.3
"T1-P34-14"	40.5	-47.81	-373.3	9.2
"T1-P34-15"	43.5	-47.95	-373.8	9.8
"T1-P34-16"	46.5	-47.55	-371.3	9.1
"T1-P34-17"	49.5	-46.07	-358	10.6
"T1-P34-18"	52.5	-43.97	-342.4	9.3
"T1-P34-19"	55.5	-39.57	-308.1	8.5
"T1-P34-20"	58.5	-38.43	-301.9	5.5
"T1-P34-21"	61.5	-42.4	-339.2	0
"T1-P34-22"	64.5	-45.32	-360.4	2.2
"T1-P34-23"	67.5	-43.58	-340.4	8.3
"T1-P34-24"	70.5	-41.38	-323.4	7.7
"T1-P34-25"	73.5	-40.76	-321.9	4.1
"T1-P34-26"	76.5	-41.71	-332.6	1.2
"T1-P34-27"	79.5	-44.26	-351.2	2.9
"T1-P34-28"	82.5	-45.45	-355.5	8.1
"T1-P34-29"	85.5	-44.25	-343.1	10.9
"T1-P34-30"	88.5	-45.04	-349.5	10.9
"T1-P34-31"	91.5	-46.28	-363.7	6.5
"T1-P34-32"	94.5	-43.91	-346.6	4.7
"T1-P34-33"	97.5	-42.62	-338.2	2.7
"T1-P34-34"	100.5	-43.84	-348	2.7
"T1-P34-35"	103.5	-46.07	-364.4	4.2
"T1-P34-36"	106.5	-47.73	-376.1	5.7
"T1-P34-37"	109.5	-47.54	-374.3	6
"T1-P34-38"	112.5	-46.79	-368.6	5.7
