"sample"	"depth_[cm]"	"d18O_[permil]"	"d2H_[permil]"	"dxs_[permil]"
"T1-P10-01"	1.5			
"T1-P10-02"	4.5			
"T1-P10-03"	7.5	-42.93	-345.6	-2.1
"T1-P10-04"	10.5	-46.77	-372.3	1.9
"T1-P10-05"	13.5	-49.76	-388.7	9.3
"T1-P10-06"	16.5	-49.82	-389.1	9.4
"T1-P10-07"	19.5	-49.33	-385.7	9
"T1-P10-08"	22.5	-46.65	-363.3	9.9
"T1-P10-09"	25.5	-45.4	-354.4	8.8
"T1-P10-10"	28.5	-40.32	-316.4	6.1
"T1-P10-11"	31.5	-43.15	-344.2	1
"T1-P10-12"	34.5	-48.77	-383.2	7
"T1-P10-13"	37.5	-48.41	-378.8	8.5
"T1-P10-14"	40.5	-48.82	-384.1	6.4
"T1-P10-15"	43.5	-47.64	-374.8	6.3
"T1-P10-16"	46.5	-44.96	-354.3	5.4
"T1-P10-17"	49.5	-43.51	-344.7	3.4
"T1-P10-18"	52.5	-41.27	-327.6	2.5
"T1-P10-19"	55.5	-40.14	-323	-1.9
"T1-P10-20"	58.5	-43.46	-346.3	1.4
"T1-P10-21"	61.5	-43.21	-340	5.7
"T1-P10-22"	64.5	-42.3	-329.8	8.6
"T1-P10-23"	67.5	-41.88	-326.2	8.9
"T1-P10-24"	70.5	-40.91	-320.9	6.4
"T1-P10-25"	73.5	-40.31	-320.2	2.3
"T1-P10-26"	76.5	-41.29	-324	6.2
"T1-P10-27"	79.5	-41.16	-317.1	12.2
"T1-P10-28"	82.5	-41.72	-321.1	12.7
"T1-P10-29"	85.5	-42.69	-333.5	8.1
"T1-P10-30"	88.5	-42.89	-333.2	9.8
"T1-P10-31"	91.5	-42.5	-330.7	9.3
"T1-P10-32"	94.5	-40.85	-325.9	0.9
"T1-P10-33"	97.5	-41.11	-329.4	-0.4
"T1-P10-34"	100.5	-41.71	-333.3	0.4
"T1-P10-35"	103.5	-44.72	-353.9	3.8
"T1-P10-36"	106.5	-48.24	-380.7	5.3
"T1-P10-37"	109.5	-49.59	-389.8	6.9
"T1-P10-38"	112.5	-49.25	-388.7	5.3
