"sample"	"depth_[cm]"	"d18O_[permil]"	"d2H_[permil]"	"dxs_[permil]"
"T1-P32-01"	1.5	-44.4	-355.4	-0.2
"T1-P32-02"	4.5	-53.57	-418.4	10.1
"T1-P32-03"	7.5	-54.33	-422	12.7
"T1-P32-04"	10.5	-52.83	-410	12.6
"T1-P32-05"	13.5	-50.17	-390.2	11.2
"T1-P32-06"	16.5	-48.91	-381.4	9.8
"T1-P32-07"	19.5	-49.4	-385.5	9.7
"T1-P32-08"	22.5	-49.99	-390.9	9
"T1-P32-09"	25.5	-46.98	-365.7	10.2
"T1-P32-10"	28.5	-45.52	-354.1	10.1
"T1-P32-11"	31.5	-41.53	-322.6	9.6
"T1-P32-12"	34.5	-45	-355.7	4.3
"T1-P32-13"	37.5	-47.47	-372.7	7.1
"T1-P32-14"	40.5	-47.99	-374.5	9.4
"T1-P32-15"	43.5	-47.32	-370	8.5
"T1-P32-16"	46.5	-45.54	-360.3	4
"T1-P32-17"	49.5	-45.17	-358.9	2.5
"T1-P32-18"	52.5	-45.04	-355.5	4.8
"T1-P32-19"	55.5	-42.86	-334.6	8.3
"T1-P32-20"	58.5	-40.72	-320.5	5.2
"T1-P32-21"	61.5	-43.59	-345.2	3.5
"T1-P32-22"	64.5	-46.74	-368.6	5.3
"T1-P32-23"	67.5	-47.15	-369	8.1
"T1-P32-24"	70.5	-46.66	-364.3	9
"T1-P32-25"	73.5	-45.49	-355.8	8.1
"T1-P32-26"	76.5	-44.62	-351.1	5.8
"T1-P32-27"	79.5	-45.64	-357.4	7.7
"T1-P32-28"	82.5	-44.29	-344.2	10.1
"T1-P32-29"	85.5	-43.58	-336.9	11.7
"T1-P32-30"	88.5	-45.26	-354.2	7.9
"T1-P32-31"	91.5	-44.87	-355.4	3.6
"T1-P32-32"	94.5	-43.02	-341.6	2.6
"T1-P32-33"	97.5	-43.37	-344.1	2.9
"T1-P32-34"	100.5	-45.07	-356.9	3.6
"T1-P32-35"	103.5	-47.92	-377.9	5.5
"T1-P32-36"	106.5	-49.36	-386.9	8
"T1-P32-37"	109.5	-49	-384	8
"T1-P32-38"	112.5	-48.22	-377.1	8.6
