"sample"	"depth_[cm]"	"d18O_[permil]"	"d2H_[permil]"	"dxs_[permil]"
"T1-P29-01"	1.5			
"T1-P29-02"	4.5			
"T1-P29-03"	7.5	-39.56	-322.1	-5.6
"T1-P29-04"	10.5	-44.62	-355.7	1.3
"T1-P29-05"	13.5	-47.29	-373.7	4.7
"T1-P29-06"	16.5	-47.03	-373.8	2.5
"T1-P29-07"	19.5	-47.22	-375.6	2.1
"T1-P29-08"	22.5	-47.36	-376.4	2.5
"T1-P29-09"	25.5	-46.62	-370.5	2.4
"T1-P29-10"	28.5	-39.9	-311	8.2
"T1-P29-11"	31.5	-38.98	-307.4	4.4
"T1-P29-12"	34.5	-44.22	-353.2	0.6
"T1-P29-13"	37.5	-46.76	-369.7	4.4
"T1-P29-14"	40.5	-46.87	-361.6	13.4
"T1-P29-15"	43.5	-47.93	-374.9	8.5
"T1-P29-16"	46.5	-45.94	-358.9	8.6
"T1-P29-17"	49.5	-43.8	-339.9	10.5
"T1-P29-18"	52.5	-44.37	-345.3	9.6
"T1-P29-19"	55.5	-41.19	-321.4	8.1
"T1-P29-20"	58.5	-40.41	-318.1	5.2
"T1-P29-21"	61.5	-41.84	-326.7	8
"T1-P29-22"	64.5	-41.62	-323.5	9.5
"T1-P29-23"	67.5	-40.3	-314.2	8.2
"T1-P29-24"	70.5	-41.43	-325.7	5.8
"T1-P29-25"	73.5	-44.58	-353.8	2.9
"T1-P29-26"	76.5	-46.06	-361.8	6.6
"T1-P29-27"	79.5	-43.42	-336.2	11.2
"T1-P29-28"	82.5	-41.57	-320.6	11.9
"T1-P29-29"	85.5	-41.48	-320	11.9
"T1-P29-30"	88.5	-41.98	-327.6	8.3
"T1-P29-31"	91.5	-41.02	-321.5	6.7
"T1-P29-32"	94.5	-38.95	-303.2	8.3
"T1-P29-33"	97.5	-39.04	-305.7	6.6
"T1-P29-34"	100.5	-42.39	-333.9	5.2
"T1-P29-35"	103.5	-46.08	-364.6	4.1
"T1-P29-36"	106.5	-48.46	-382.5	5.2
"T1-P29-37"	109.5	-47.59	-376.8	3.9
"T1-P29-38"	112.5	-44.57	-354.6	2
